Date,Store,Item,Sales
2023-07-12,5,Rice,48
2023-07-12,5,Eggs,41
2023-07-12,5,Bread,32
2023-07-12,5,Milk,34
2023-07-12,5,Sugar,26
2023-07-13,1,Rice,73
2023-07-13,1,Eggs,63
2023-07-13,1,Bread,59
2023-07-13,1,Milk,54
2023-07-13,1,Sugar,35
2023-07-13,2,Rice,72
2023-07-13,2,Eggs,49
2023-07-13,2,Bread,53
2023-07-13,2,Milk,48
2023-07-13,2,Sugar,28
2023-07-13,3,Rice,60
2023-07-13,3,Eggs,48
2023-07-13,3,Bread,41
2023-07-13,3,Milk,48
2023-07-13,3,Sugar,30
2023-07-13,4,Rice,47
2023-07-13,4,Eggs,47
2023-07-13,4,Bread,45
2023-07-13,4,Milk,36
2023-07-13,4,Sugar,34
2023-07-13,5,Rice,55
2023-07-13,5,Eggs,29
2023-07-13,5,Bread,35
2023-07-13,5,Milk,32
2023-07-13,5,Sugar,29
2023-07-14,1,Rice,55
2023-07-14,1,Eggs,84
2023-07-14,1,Bread,61
2023-07-14,1,Milk,53
2023-07-14,1,Sugar,46
2023-07-14,2,Rice,89
2023-07-14,2,Eggs,67
2023-07-14,2,Bread,59
2023-07-14,2,Milk,49
2023-07-14,2,Sugar,38
2023-07-14,3,Rice,60
2023-07-14,3,Eggs,50
2023-07-14,3,Bread,44
2023-07-14,3,Milk,37
2023-07-14,3,Sugar,34
2023-07-14,4,Rice,44
2023-07-14,4,Eggs,51
2023-07-14,4,Bread,43
2023-07-14,4,Milk,40
2023-07-14,4,Sugar,29
2023-07-14,5,Rice,79
2023-07-14,5,Eggs,57
2023-07-14,5,Bread,34
2023-07-14,5,Milk,38
2023-07-14,5,Sugar,27
2023-07-15,1,Rice,75
2023-07-15,1,Eggs,63
2023-07-15,1,Bread,66
2023-07-15,1,Milk,54
2023-07-15,1,Sugar,49
2023-07-15,2,Rice,84
2023-07-15,2,Eggs,76
2023-07-15,2,Bread,53
2023-07-15,2,Milk,55
2023-07-15,2,Sugar,44
2023-07-15,3,Rice,66
2023-07-15,3,Eggs,55
2023-07-15,3,Bread,63
2023-07-15,3,Milk,49
2023-07-15,3,Sugar,40
2023-07-15,4,Rice,56
2023-07-15,4,Eggs,46
2023-07-15,4,Bread,44
2023-07-15,4,Milk,43
2023-07-15,4,Sugar,30
2023-07-15,5,Rice,59
2023-07-15,5,Eggs,40
2023-07-15,5,Bread,38
2023-07-15,5,Milk,44
2023-07-15,5,Sugar,35
2023-07-16,1,Rice,77
2023-07-16,1,Eggs,63
2023-07-16,1,Bread,55
2023-07-16,1,Milk,53
2023-07-16,1,Sugar,46
2023-07-16,2,Rice,81
2023-07-16,2,Eggs,60
2023-07-16,2,Bread,49
2023-07-16,2,Milk,52
2023-07-16,2,Sugar,37
2023-07-16,3,Rice,62
2023-07-16,3,Eggs,67
2023-07-16,3,Bread,56
2023-07-16,3,Milk,47
2023-07-16,3,Sugar,31
2023-07-16,4,Rice,62
2023-07-16,4,Eggs,60
2023-07-16,4,Bread,43
2023-07-16,4,Milk,48
2023-07-16,4,Sugar,38
2023-07-16,5,Rice,70
2023-07-16,5,Eggs,52
2023-07-16,5,Bread,47
2023-07-16,5,Milk,46
2023-07-16,5,Sugar,33
2023-07-17,1,Rice,65
2023-07-17,1,Eggs,57
2023-07-17,1,Bread,54
2023-07-17,1,Milk,41
2023-07-17,1,Sugar,37
2023-07-17,2,Rice,72
2023-07-17,2,Eggs,40
2023-07-17,2,Bread,57
2023-07-17,2,Milk,49
2023-07-17,2,Sugar,33
2023-07-17,3,Rice,62
2023-07-17,3,Eggs,50
2023-07-17,3,Bread,51
2023-07-17,3,Milk,45
2023-07-17,3,Sugar,26
2023-07-17,4,Rice,56
2023-07-17,4,Eggs,44
2023-07-17,4,Bread,40
2023-07-17,4,Milk,32
2023-07-17,4,Sugar,35
2023-07-17,5,Rice,57
2023-07-17,5,Eggs,37
2023-07-17,5,Bread,29
2023-07-17,5,Milk,32
2023-07-17,5,Sugar,28
2023-07-18,1,Rice,71
2023-07-18,1,Eggs,69
2023-07-18,1,Bread,57
2023-07-18,1,Milk,52
2023-07-18,1,Sugar,39
2023-07-18,2,Rice,52
2023-07-18,2,Eggs,54
2023-07-18,2,Bread,55
2023-07-18,2,Milk,43
2023-07-18,2,Sugar,36
2023-07-18,3,Rice,55
2023-07-18,3,Eggs,43
2023-07-18,3,Bread,43
2023-07-18,3,Milk,41
2023-07-18,3,Sugar,29
2023-07-18,4,Rice,50
2023-07-18,4,Eggs,39
2023-07-18,4,Bread,46
2023-07-18,4,Milk,34
2023-07-18,4,Sugar,34
2023-07-18,5,Rice,61
2023-07-18,5,Eggs,42
2023-07-18,5,Bread,31
2023-07-18,5,Milk,23
2023-07-18,5,Sugar,21
2023-07-19,1,Rice,58
2023-07-19,1,Eggs,70
2023-07-19,1,Bread,53
2023-07-19,1,Milk,50
2023-07-19,1,Sugar,29
2023-07-19,2,Rice,54
2023-07-19,2,Eggs,61
2023-07-19,2,Bread,50
2023-07-19,2,Milk,43
2023-07-19,2,Sugar,37
2023-07-19,3,Rice,71
2023-07-19,3,Eggs,49
2023-07-19,3,Bread,44
2023-07-19,3,Milk,41
2023-07-19,3,Sugar,41
2023-07-19,4,Rice,35
2023-07-19,4,Eggs,50
2023-07-19,4,Bread,39
2023-07-19,4,Milk,39
2023-07-19,4,Sugar,26
2023-07-19,5,Rice,48
2023-07-19,5,Eggs,48
2023-07-19,5,Bread,56
2023-07-19,5,Milk,38
2023-07-19,5,Sugar,23
2023-07-20,1,Rice,68
2023-07-20,1,Eggs,59
2023-07-20,1,Bread,44
2023-07-20,1,Milk,48
2023-07-20,1,Sugar,42
2023-07-20,2,Rice,55
2023-07-20,2,Eggs,64
2023-07-20,2,Bread,53
2023-07-20,2,Milk,41
2023-07-20,2,Sugar,35
2023-07-20,3,Rice,72
2023-07-20,3,Eggs,57
2023-07-20,3,Bread,45
2023-07-20,3,Milk,40
2023-07-20,3,Sugar,33
2023-07-20,4,Rice,49
2023-07-20,4,Eggs,32
2023-07-20,4,Bread,53
2023-07-20,4,Milk,38
2023-07-20,4,Sugar,31
2023-07-20,5,Rice,50
2023-07-20,5,Eggs,39
2023-07-20,5,Bread,37
2023-07-20,5,Milk,27
2023-07-20,5,Sugar,37
2023-07-21,1,Rice,66
2023-07-21,1,Eggs,59
2023-07-21,1,Bread,56
2023-07-21,1,Milk,59
2023-07-21,1,Sugar,42
2023-07-21,2,Rice,60
2023-07-21,2,Eggs,70
2023-07-21,2,Bread,58
2023-07-21,2,Milk,51
2023-07-21,2,Sugar,41
2023-07-21,3,Rice,83
2023-07-21,3,Eggs,71
2023-07-21,3,Bread,44
2023-07-21,3,Milk,52
2023-07-21,3,Sugar,36
2023-07-21,4,Rice,61
2023-07-21,4,Eggs,38
2023-07-21,4,Bread,43
2023-07-21,4,Milk,35
2023-07-21,4,Sugar,34
2023-07-21,5,Rice,63
2023-07-21,5,Eggs,33
2023-07-21,5,Bread,41
2023-07-21,5,Milk,43
2023-07-21,5,Sugar,29
2023-07-22,1,Rice,89
2023-07-22,1,Eggs,75
2023-07-22,1,Bread,66
2023-07-22,1,Milk,56
2023-07-22,1,Sugar,41
2023-07-22,2,Rice,68
2023-07-22,2,Eggs,72
2023-07-22,2,Bread,59
2023-07-22,2,Milk,52
2023-07-22,2,Sugar,40
2023-07-22,3,Rice,67
2023-07-22,3,Eggs,68
2023-07-22,3,Bread,51
2023-07-22,3,Milk,41
2023-07-22,3,Sugar,41
2023-07-22,4,Rice,61
2023-07-22,4,Eggs,55
2023-07-22,4,Bread,57
2023-07-22,4,Milk,43
2023-07-22,4,Sugar,35
2023-07-22,5,Rice,50
2023-07-22,5,Eggs,50
2023-07-22,5,Bread,49
2023-07-22,5,Milk,33
2023-07-22,5,Sugar,33
2023-07-23,1,Rice,81
2023-07-23,1,Eggs,70
2023-07-23,1,Bread,67
2023-07-23,1,Milk,57
2023-07-23,1,Sugar,49
2023-07-23,2,Rice,65
2023-07-23,2,Eggs,65
2023-07-23,2,Bread,56
2023-07-23,2,Milk,45
2023-07-23,2,Sugar,44
2023-07-23,3,Rice,85
2023-07-23,3,Eggs,58
2023-07-23,3,Bread,54
2023-07-23,3,Milk,46
2023-07-23,3,Sugar,33
2023-07-23,4,Rice,45
2023-07-23,4,Eggs,47
2023-07-23,4,Bread,37
2023-07-23,4,Milk,50
2023-07-23,4,Sugar,32
2023-07-23,5,Rice,54
2023-07-23,5,Eggs,56
2023-07-23,5,Bread,36
2023-07-23,5,Milk,35
2023-07-23,5,Sugar,31
2023-07-24,1,Rice,77
2023-07-24,1,Eggs,64
2023-07-24,1,Bread,54
2023-07-24,1,Milk,48
2023-07-24,1,Sugar,39
2023-07-24,2,Rice,65
2023-07-24,2,Eggs,48
2023-07-24,2,Bread,49
2023-07-24,2,Milk,38
2023-07-24,2,Sugar,35
2023-07-24,3,Rice,54
2023-07-24,3,Eggs,68
2023-07-24,3,Bread,44
2023-07-24,3,Milk,33
2023-07-24,3,Sugar,31
2023-07-24,4,Rice,56
2023-07-24,4,Eggs,57
2023-07-24,4,Bread,36
2023-07-24,4,Milk,28
2023-07-24,4,Sugar,31
2023-07-24,5,Rice,38
2023-07-24,5,Eggs,40
2023-07-24,5,Bread,36
2023-07-24,5,Milk,33
2023-07-24,5,Sugar,29
2023-07-25,1,Rice,64
2023-07-25,1,Eggs,58
2023-07-25,1,Bread,53
2023-07-25,1,Milk,48
2023-07-25,1,Sugar,38
2023-07-25,2,Rice,67
2023-07-25,2,Eggs,61
2023-07-25,2,Bread,51
2023-07-25,2,Milk,46
2023-07-25,2,Sugar,28
2023-07-25,3,Rice,58
2023-07-25,3,Eggs,54
2023-07-25,3,Bread,48
2023-07-25,3,Milk,36
2023-07-25,3,Sugar,29
2023-07-25,4,Rice,47
2023-07-25,4,Eggs,49
2023-07-25,4,Bread,46
2023-07-25,4,Milk,34
2023-07-25,4,Sugar,32
2023-07-25,5,Rice,50
2023-07-25,5,Eggs,42
2023-07-25,5,Bread,36
2023-07-25,5,Milk,37
2023-07-25,5,Sugar,28
2023-07-26,1,Rice,87
2023-07-26,1,Eggs,54
2023-07-26,1,Bread,56
2023-07-26,1,Milk,45
2023-07-26,1,Sugar,34
2023-07-26,2,Rice,63
2023-07-26,2,Eggs,56
2023-07-26,2,Bread,66
2023-07-26,2,Milk,43
2023-07-26,2,Sugar,30
2023-07-26,3,Rice,60
2023-07-26,3,Eggs,36
2023-07-26,3,Bread,43
2023-07-26,3,Milk,40
2023-07-26,3,Sugar,35
2023-07-26,4,Rice,60
2023-07-26,4,Eggs,42
2023-07-26,4,Bread,39
2023-07-26,4,Milk,32
2023-07-26,4,Sugar,24
2023-07-26,5,Rice,51
2023-07-26,5,Eggs,34
2023-07-26,5,Bread,35
2023-07-26,5,Milk,29
2023-07-26,5,Sugar,29
2023-07-27,1,Rice,86
2023-07-27,1,Eggs,53
2023-07-27,1,Bread,43
2023-07-27,1,Milk,49
2023-07-27,1,Sugar,39
2023-07-27,2,Rice,67
2023-07-27,2,Eggs,54
2023-07-27,2,Bread,49
2023-07-27,2,Milk,47
2023-07-27,2,Sugar,40
2023-07-27,3,Rice,44
2023-07-27,3,Eggs,49
2023-07-27,3,Bread,47
2023-07-27,3,Milk,36
2023-07-27,3,Sugar,39
2023-07-27,4,Rice,48
2023-07-27,4,Eggs,46
2023-07-27,4,Bread,44
2023-07-27,4,Milk,34
2023-07-27,4,Sugar,22
2023-07-27,5,Rice,47
2023-07-27,5,Eggs,51
2023-07-27,5,Bread,36
2023-07-27,5,Milk,31
2023-07-27,5,Sugar,31
2023-07-28,1,Rice,74
2023-07-28,1,Eggs,63
2023-07-28,1,Bread,59
2023-07-28,1,Milk,57
2023-07-28,1,Sugar,51
2023-07-28,2,Rice,76
2023-07-28,2,Eggs,69
2023-07-28,2,Bread,50
2023-07-28,2,Milk,43
2023-07-28,2,Sugar,38
2023-07-28,3,Rice,64
2023-07-28,3,Eggs,48
2023-07-28,3,Bread,47
2023-07-28,3,Milk,46
2023-07-28,3,Sugar,36
2023-07-28,4,Rice,61
2023-07-28,4,Eggs,52
2023-07-28,4,Bread,41
2023-07-28,4,Milk,37
2023-07-28,4,Sugar,26
2023-07-28,5,Rice,68
2023-07-28,5,Eggs,47
2023-07-28,5,Bread,40
2023-07-28,5,Milk,33
2023-07-28,5,Sugar,41
2023-07-29,1,Rice,75
2023-07-29,1,Eggs,70
2023-07-29,1,Bread,66
2023-07-29,1,Milk,61
2023-07-29,1,Sugar,49
2023-07-29,2,Rice,91
2023-07-29,2,Eggs,70
2023-07-29,2,Bread,52
2023-07-29,2,Milk,52
2023-07-29,2,Sugar,43
2023-07-29,3,Rice,86
2023-07-29,3,Eggs,51
2023-07-29,3,Bread,60
2023-07-29,3,Milk,49
2023-07-29,3,Sugar,41
2023-07-29,4,Rice,62
2023-07-29,4,Eggs,49
2023-07-29,4,Bread,52
2023-07-29,4,Milk,47
2023-07-29,4,Sugar,38
2023-07-29,5,Rice,59
2023-07-29,5,Eggs,47
2023-07-29,5,Bread,36
2023-07-29,5,Milk,45
2023-07-29,5,Sugar,34
2023-07-30,1,Rice,72
2023-07-30,1,Eggs,66
2023-07-30,1,Bread,58
2023-07-30,1,Milk,48
2023-07-30,1,Sugar,40
2023-07-30,2,Rice,64
2023-07-30,2,Eggs,61
2023-07-30,2,Bread,51
2023-07-30,2,Milk,42
2023-07-30,2,Sugar,48
2023-07-30,3,Rice,77
2023-07-30,3,Eggs,53
2023-07-30,3,Bread,52
2023-07-30,3,Milk,48
2023-07-30,3,Sugar,41
2023-07-30,4,Rice,53
2023-07-30,4,Eggs,60
2023-07-30,4,Bread,42
2023-07-30,4,Milk,35
2023-07-30,4,Sugar,36
2023-07-30,5,Rice,67
2023-07-30,5,Eggs,67
2023-07-30,5,Bread,36
2023-07-30,5,Milk,43
2023-07-30,5,Sugar,29
2023-07-31,1,Rice,75
2023-07-31,1,Eggs,50
2023-07-31,1,Bread,45
2023-07-31,1,Milk,44
2023-07-31,1,Sugar,38
2023-07-31,2,Rice,58
2023-07-31,2,Eggs,60
2023-07-31,2,Bread,54
2023-07-31,2,Milk,47
2023-07-31,2,Sugar,41
2023-07-31,3,Rice,61
2023-07-31,3,Eggs,42
2023-07-31,3,Bread,52
2023-07-31,3,Milk,37
2023-07-31,3,Sugar,35
2023-07-31,4,Rice,64
2023-07-31,4,Eggs,48
2023-07-31,4,Bread,31
2023-07-31,4,Milk,31
2023-07-31,4,Sugar,34
2023-07-31,5,Rice,48
2023-07-31,5,Eggs,43
2023-07-31,5,Bread,42
2023-07-31,5,Milk,37
2023-07-31,5,Sugar,28
2023-08-01,1,Rice,67
2023-08-01,1,Eggs,58
2023-08-01,1,Bread,58
2023-08-01,1,Milk,50
2023-08-01,1,Sugar,37
2023-08-01,2,Rice,72
2023-08-01,2,Eggs,54
2023-08-01,2,Bread,43
2023-08-01,2,Milk,40
2023-08-01,2,Sugar,31
2023-08-01,3,Rice,55
2023-08-01,3,Eggs,59
2023-08-01,3,Bread,39
2023-08-01,3,Milk,41
2023-08-01,3,Sugar,29
2023-08-01,4,Rice,50
2023-08-01,4,Eggs,35
2023-08-01,4,Bread,38
2023-08-01,4,Milk,35
2023-08-01,4,Sugar,30
2023-08-01,5,Rice,51
2023-08-01,5,Eggs,34
2023-08-01,5,Bread,44
2023-08-01,5,Milk,35
2023-08-01,5,Sugar,27
2023-08-02,1,Rice,69
2023-08-02,1,Eggs,57
2023-08-02,1,Bread,54
2023-08-02,1,Milk,50
2023-08-02,1,Sugar,31
2023-08-02,2,Rice,59
2023-08-02,2,Eggs,53
2023-08-02,2,Bread,50
2023-08-02,2,Milk,50
2023-08-02,2,Sugar,31
2023-08-02,3,Rice,53
2023-08-02,3,Eggs,47
2023-08-02,3,Bread,39
2023-08-02,3,Milk,38
2023-08-02,3,Sugar,34
2023-08-02,4,Rice,43
2023-08-02,4,Eggs,48
2023-08-02,4,Bread,29
2023-08-02,4,Milk,33
2023-08-02,4,Sugar,27
2023-08-02,5,Rice,62
2023-08-02,5,Eggs,41
2023-08-02,5,Bread,24
2023-08-02,5,Milk,24
2023-08-02,5,Sugar,27
2023-08-03,1,Rice,76
2023-08-03,1,Eggs,65
2023-08-03,1,Bread,55
2023-08-03,1,Milk,55
2023-08-03,1,Sugar,37
2023-08-03,2,Rice,72
2023-08-03,2,Eggs,45
2023-08-03,2,Bread,44
2023-08-03,2,Milk,36
2023-08-03,2,Sugar,34
2023-08-03,3,Rice,59
2023-08-03,3,Eggs,53
2023-08-03,3,Bread,46
2023-08-03,3,Milk,36
2023-08-03,3,Sugar,32
2023-08-03,4,Rice,41
2023-08-03,4,Eggs,56
2023-08-03,4,Bread,39
2023-08-03,4,Milk,34
2023-08-03,4,Sugar,35
2023-08-03,5,Rice,40
2023-08-03,5,Eggs,36
2023-08-03,5,Bread,32
2023-08-03,5,Milk,34
2023-08-03,5,Sugar,29
2023-08-04,1,Rice,82
2023-08-04,1,Eggs,85
2023-08-04,1,Bread,45
2023-08-04,1,Milk,56
2023-08-04,1,Sugar,39
2023-08-04,2,Rice,65
2023-08-04,2,Eggs,57
2023-08-04,2,Bread,48
2023-08-04,2,Milk,57
2023-08-04,2,Sugar,41
2023-08-04,3,Rice,64
2023-08-04,3,Eggs,65
2023-08-04,3,Bread,39
2023-08-04,3,Milk,37
2023-08-04,3,Sugar,26
2023-08-04,4,Rice,52
2023-08-04,4,Eggs,51
2023-08-04,4,Bread,44
2023-08-04,4,Milk,40
2023-08-04,4,Sugar,26
2023-08-04,5,Rice,60
2023-08-04,5,Eggs,49
2023-08-04,5,Bread,46
2023-08-04,5,Milk,28
2023-08-04,5,Sugar,31
2023-08-05,1,Rice,74
2023-08-05,1,Eggs,70
2023-08-05,1,Bread,67
2023-08-05,1,Milk,58
2023-08-05,1,Sugar,42
2023-08-05,2,Rice,77
2023-08-05,2,Eggs,56
2023-08-05,2,Bread,65
2023-08-05,2,Milk,52
2023-08-05,2,Sugar,46
2023-08-05,3,Rice,65
2023-08-05,3,Eggs,57
2023-08-05,3,Bread,49
2023-08-05,3,Milk,52
2023-08-05,3,Sugar,35
2023-08-05,4,Rice,68
2023-08-05,4,Eggs,52
2023-08-05,4,Bread,36
2023-08-05,4,Milk,40
2023-08-05,4,Sugar,29
2023-08-05,5,Rice,59
2023-08-05,5,Eggs,43
2023-08-05,5,Bread,51
2023-08-05,5,Milk,40
2023-08-05,5,Sugar,32
2023-08-06,1,Rice,85
2023-08-06,1,Eggs,76
2023-08-06,1,Bread,61
2023-08-06,1,Milk,51
2023-08-06,1,Sugar,36
2023-08-06,2,Rice,68
2023-08-06,2,Eggs,60
2023-08-06,2,Bread,57
2023-08-06,2,Milk,49
2023-08-06,2,Sugar,43
2023-08-06,3,Rice,62
2023-08-06,3,Eggs,58
2023-08-06,3,Bread,58
2023-08-06,3,Milk,48
2023-08-06,3,Sugar,36
2023-08-06,4,Rice,55
2023-08-06,4,Eggs,48
2023-08-06,4,Bread,41
2023-08-06,4,Milk,39
2023-08-06,4,Sugar,36
2023-08-06,5,Rice,55
2023-08-06,5,Eggs,40
2023-08-06,5,Bread,54
2023-08-06,5,Milk,41
2023-08-06,5,Sugar,25
2023-08-07,1,Rice,65
2023-08-07,1,Eggs,61
2023-08-07,1,Bread,63
2023-08-07,1,Milk,42
2023-08-07,1,Sugar,42
2023-08-07,2,Rice,74
2023-08-07,2,Eggs,51
2023-08-07,2,Bread,47
2023-08-07,2,Milk,38
2023-08-07,2,Sugar,34
2023-08-07,3,Rice,57
2023-08-07,3,Eggs,55
2023-08-07,3,Bread,50
2023-08-07,3,Milk,36
2023-08-07,3,Sugar,23
2023-08-07,4,Rice,52
2023-08-07,4,Eggs,47
2023-08-07,4,Bread,41
2023-08-07,4,Milk,34
2023-08-07,4,Sugar,29
2023-08-07,5,Rice,61
2023-08-07,5,Eggs,45
2023-08-07,5,Bread,35
2023-08-07,5,Milk,31
2023-08-07,5,Sugar,26
2023-08-08,1,Rice,82
2023-08-08,1,Eggs,59
2023-08-08,1,Bread,53
2023-08-08,1,Milk,45
2023-08-08,1,Sugar,42
2023-08-08,2,Rice,79
2023-08-08,2,Eggs,58
2023-08-08,2,Bread,49
2023-08-08,2,Milk,44
2023-08-08,2,Sugar,25
2023-08-08,3,Rice,63
2023-08-08,3,Eggs,51
2023-08-08,3,Bread,46
2023-08-08,3,Milk,36
2023-08-08,3,Sugar,30
2023-08-08,4,Rice,48
2023-08-08,4,Eggs,52
2023-08-08,4,Bread,37
2023-08-08,4,Milk,46
2023-08-08,4,Sugar,30
2023-08-08,5,Rice,39
2023-08-08,5,Eggs,42
2023-08-08,5,Bread,33
2023-08-08,5,Milk,23
2023-08-08,5,Sugar,33
2023-08-09,1,Rice,75
2023-08-09,1,Eggs,64
2023-08-09,1,Bread,54
2023-08-09,1,Milk,41
2023-08-09,1,Sugar,36
2023-08-09,2,Rice,70
2023-08-09,2,Eggs,48
2023-08-09,2,Bread,33
2023-08-09,2,Milk,43
2023-08-09,2,Sugar,34
2023-08-09,3,Rice,59
2023-08-09,3,Eggs,55
2023-08-09,3,Bread,48
2023-08-09,3,Milk,41
2023-08-09,3,Sugar,36
2023-08-09,4,Rice,40
2023-08-09,4,Eggs,49
2023-08-09,4,Bread,43
2023-08-09,4,Milk,30
2023-08-09,4,Sugar,22
2023-08-09,5,Rice,43
2023-08-09,5,Eggs,38
2023-08-09,5,Bread,42
2023-08-09,5,Milk,31
2023-08-09,5,Sugar,23
2023-08-10,1,Rice,66
2023-08-10,1,Eggs,70
2023-08-10,1,Bread,54
2023-08-10,1,Milk,48
2023-08-10,1,Sugar,38
2023-08-10,2,Rice,76
2023-08-10,2,Eggs,52
2023-08-10,2,Bread,58
2023-08-10,2,Milk,46
2023-08-10,2,Sugar,35
2023-08-10,3,Rice,79
2023-08-10,3,Eggs,44
2023-08-10,3,Bread,43
2023-08-10,3,Milk,35
2023-08-10,3,Sugar,36
2023-08-10,4,Rice,67
2023-08-10,4,Eggs,58
2023-08-10,4,Bread,48
2023-08-10,4,Milk,36
2023-08-10,4,Sugar,28
2023-08-10,5,Rice,37
2023-08-10,5,Eggs,58
2023-08-10,5,Bread,41
2023-08-10,5,Milk,32
2023-08-10,5,Sugar,33
2023-08-11,1,Rice,68
2023-08-11,1,Eggs,69
2023-08-11,1,Bread,57
2023-08-11,1,Milk,56
2023-08-11,1,Sugar,41
2023-08-11,2,Rice,58
2023-08-11,2,Eggs,62
2023-08-11,2,Bread,60
2023-08-11,2,Milk,48
2023-08-11,2,Sugar,41
2023-08-11,3,Rice,55
2023-08-11,3,Eggs,55
2023-08-11,3,Bread,45
2023-08-11,3,Milk,48
2023-08-11,3,Sugar,35
2023-08-11,4,Rice,63
2023-08-11,4,Eggs,58
2023-08-11,4,Bread,48
2023-08-11,4,Milk,41
2023-08-11,4,Sugar,27
2023-08-11,5,Rice,54
2023-08-11,5,Eggs,43
2023-08-11,5,Bread,39
2023-08-11,5,Milk,35
2023-08-11,5,Sugar,26
2023-08-12,1,Rice,68
2023-08-12,1,Eggs,68
2023-08-12,1,Bread,65
2023-08-12,1,Milk,51
2023-08-12,1,Sugar,46
2023-08-12,2,Rice,92
2023-08-12,2,Eggs,74
2023-08-12,2,Bread,68
2023-08-12,2,Milk,55
2023-08-12,2,Sugar,46
2023-08-12,3,Rice,64
2023-08-12,3,Eggs,56
2023-08-12,3,Bread,37
2023-08-12,3,Milk,54
2023-08-12,3,Sugar,44
2023-08-12,4,Rice,58
2023-08-12,4,Eggs,53
2023-08-12,4,Bread,43
2023-08-12,4,Milk,45
2023-08-12,4,Sugar,39
2023-08-12,5,Rice,45
2023-08-12,5,Eggs,54
2023-08-12,5,Bread,44
2023-08-12,5,Milk,41
2023-08-12,5,Sugar,34
2023-08-13,1,Rice,78
2023-08-13,1,Eggs,69
2023-08-13,1,Bread,60
2023-08-13,1,Milk,60
2023-08-13,1,Sugar,45
2023-08-13,2,Rice,75
2023-08-13,2,Eggs,55
2023-08-13,2,Bread,54
2023-08-13,2,Milk,55
2023-08-13,2,Sugar,40
2023-08-13,3,Rice,72
2023-08-13,3,Eggs,70
2023-08-13,3,Bread,57
2023-08-13,3,Milk,46
2023-08-13,3,Sugar,34
2023-08-13,4,Rice,39
2023-08-13,4,Eggs,51
2023-08-13,4,Bread,44
2023-08-13,4,Milk,43
2023-08-13,4,Sugar,32
2023-08-13,5,Rice,54
2023-08-13,5,Eggs,37
2023-08-13,5,Bread,38
2023-08-13,5,Milk,41
2023-08-13,5,Sugar,38
2023-08-14,1,Rice,68
2023-08-14,1,Eggs,62
2023-08-14,1,Bread,58
2023-08-14,1,Milk,44
2023-08-14,1,Sugar,39
2023-08-14,2,Rice,57
2023-08-14,2,Eggs,61
2023-08-14,2,Bread,49
2023-08-14,2,Milk,45
2023-08-14,2,Sugar,31
2023-08-14,3,Rice,63
2023-08-14,3,Eggs,65
2023-08-14,3,Bread,38
2023-08-14,3,Milk,38
2023-08-14,3,Sugar,32
2023-08-14,4,Rice,58
2023-08-14,4,Eggs,41
2023-08-14,4,Bread,23
2023-08-14,4,Milk,43
2023-08-14,4,Sugar,31
2023-08-14,5,Rice,35
2023-08-14,5,Eggs,38
2023-08-14,5,Bread,47
2023-08-14,5,Milk,41
2023-08-14,5,Sugar,30
2023-08-15,1,Rice,85
2023-08-15,1,Eggs,76
2023-08-15,1,Bread,65
2023-08-15,1,Milk,65
2023-08-15,1,Sugar,44
2023-08-15,2,Rice,73
2023-08-15,2,Eggs,76
2023-08-15,2,Bread,60
2023-08-15,2,Milk,61
2023-08-15,2,Sugar,40
2023-08-15,3,Rice,71
2023-08-15,3,Eggs,56
2023-08-15,3,Bread,55
2023-08-15,3,Milk,42
2023-08-15,3,Sugar,37
2023-08-15,4,Rice,53
2023-08-15,4,Eggs,61
2023-08-15,4,Bread,54
2023-08-15,4,Milk,36
2023-08-15,4,Sugar,41
2023-08-15,5,Rice,81
2023-08-15,5,Eggs,54
2023-08-15,5,Bread,43
2023-08-15,5,Milk,56
2023-08-15,5,Sugar,28
2023-08-16,1,Rice,69
2023-08-16,1,Eggs,61
2023-08-16,1,Bread,61
2023-08-16,1,Milk,49
2023-08-16,1,Sugar,36
2023-08-16,2,Rice,56
2023-08-16,2,Eggs,53
2023-08-16,2,Bread,42
2023-08-16,2,Milk,44
2023-08-16,2,Sugar,32
2023-08-16,3,Rice,46
2023-08-16,3,Eggs,59
2023-08-16,3,Bread,41
2023-08-16,3,Milk,33
2023-08-16,3,Sugar,31
2023-08-16,4,Rice,52
2023-08-16,4,Eggs,33
2023-08-16,4,Bread,41
2023-08-16,4,Milk,31
2023-08-16,4,Sugar,35
2023-08-16,5,Rice,53
2023-08-16,5,Eggs,40
2023-08-16,5,Bread,33
2023-08-16,5,Milk,33
2023-08-16,5,Sugar,29
2023-08-17,1,Rice,71
2023-08-17,1,Eggs,61
2023-08-17,1,Bread,55
2023-08-17,1,Milk,46
2023-08-17,1,Sugar,37
2023-08-17,2,Rice,49
2023-08-17,2,Eggs,64
2023-08-17,2,Bread,52
2023-08-17,2,Milk,41
2023-08-17,2,Sugar,43
2023-08-17,3,Rice,60
2023-08-17,3,Eggs,44
2023-08-17,3,Bread,50
2023-08-17,3,Milk,43
2023-08-17,3,Sugar,34
2023-08-17,4,Rice,50
2023-08-17,4,Eggs,50
2023-08-17,4,Bread,39
2023-08-17,4,Milk,40
2023-08-17,4,Sugar,21
2023-08-17,5,Rice,47
2023-08-17,5,Eggs,56
2023-08-17,5,Bread,34
2023-08-17,5,Milk,32
2023-08-17,5,Sugar,26
2023-08-18,1,Rice,67
2023-08-18,1,Eggs,51
2023-08-18,1,Bread,57
